"id","age","gender","education","country","ethnicity","personality_neuroticism","personality_extraversion","personality_openness","personality_agreeableness","personality_conscientiousness","personality_impulsiveness","personality_sensation","consumption_alcohol","consumption_amphetamines","consumption_caffeine","consumption_cannabis","consumption_chocolate","consumption_mushrooms","consumption_nicotine","consumption_cocaine_last_month"
"train_0137","35-44","female","Professional certificate/ diploma","USA","Mixed-Black/Asian",39.7,67,19.2,45.6,42.4,42.8,22.4,"used in last week","never used","used in last day","used in last decade","used in last day","never used","never used","No"
"train_0138","18-24","male","University degree","USA","Mixed-Black/Asian",49.2,64.7,27.8,82.2,73.5,42.8,38.8,"used in last week","never used","used in last day","never used","used in last day","never used","never used","No"
"train_0139","45-54","female","Professional certificate/ diploma","USA","Mixed-Black/Asian",69.7,57.3,62.5,39,63.6,33.8,46.6,"used over a decade ago","never used","used in last day","used over a decade ago","used in last day","never used","never used","No"
"train_0140","35-44","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",66.6,67,47.9,32.5,58.4,63,82.6,"used in last decade","used in last decade","used in last day","used in last day","used in last day","never used","used in last year","No"
"train_0141","25-34","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",52,50.1,41.4,54.2,63.6,21.5,22.4,"used in last decade","never used","used in last day","never used","used in last week","never used","never used","No"
"train_0142","18-24","male","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",68.2,72.2,70.2,24.4,37,70.5,82.6,"used in last week","never used","used in last day","used in last year","used in last week","used in last year","used in last week","No"
"train_0143","18-24","male","Left school at 18 years","Australia","Mixed-Black/Asian",42.8,59.7,73.1,61,51.8,50.4,54,"used in last year","never used","used in last day","used in last day","used in last week","used in last year","used in last day","No"
"train_0144","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",42.8,47.6,64.7,63.6,46,33.8,62,"used in last week","never used","used in last day","used in last week","used in last week","never used","used in last year","No"
"train_0145","18-24","female","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",50.6,14.5,39.3,24.4,44.1,70.5,46.6,"used in last day","never used","used in last day","used in last decade","used in last day","never used","used in last year","No"
"train_0146","18-24","female","University degree","Australia","Mixed-Black/Asian",57.6,20.7,67.3,47.8,42.4,50.4,38.8,"used in last day","never used","used in last day","never used","used in last month","used in last month","never used","No"
"train_0147","18-24","female","Masters degree","Australia","Mixed-Black/Asian",10.5,89.3,73.1,54.2,71.1,42.8,82.6,"used in last day","used in last year","used in last day","used in last week","used in last day","used in last year","used in last day","No"
"train_0148","18-24","female","Some college or university, no certificate or degree","Australia","Asian",66.6,33.3,45.7,47.8,31.8,50.4,62,"used in last week","never used","used in last month","used in last week","used in last day","never used","used in last week","Yes"
"train_0149","18-24","female","Some college or university, no certificate or degree","Other","Black",41.3,76.6,64.7,51.9,56,63,100,"used in last year","never used","used in last day","used in last month","used in last week","used in last week","used in last month","No"
"train_0150","18-24","female","University degree","USA","Mixed-Black/Asian",62.3,43.3,62.5,58.5,47.9,50.4,62,"used in last week","used in last month","used in last day","used in last month","used in last month","used in last year","used in last day","Yes"
"train_0151","45-54","male","Masters degree","USA","Mixed-Black/Asian",46.2,50.1,45.7,54.2,51.8,21.5,38.8,"used in last day","never used","used in last day","never used","used in last day","never used","never used","No"
"train_0152","35-44","female","Left school at 18 years","Australia","Asian",62.3,29,37.2,45.6,42.4,33.8,62,"used in last day","never used","never used","used in last day","used in last month","never used","used in last day","Yes"
"train_0153","18-24","female","University degree","Australia","Mixed-Black/Asian",54.7,31.2,57.8,43.5,33.6,50.4,22.4,"used in last week","never used","used in last week","used in last day","used in last week","used in last year","used in last day","No"
"train_0154","25-34","male","University degree","USA","Mixed-White/Black",52,37.7,47.9,43.5,40.6,42.8,46.6,"used in last year","never used","used in last year","never used","used in last week","never used","never used","No"
"train_0155","35-44","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",56.1,27,60.2,61,46,42.8,71.1,"used in last year","used in last day","used in last day","used in last week","used in last week","used over a decade ago","used in last day","No"
"train_0156","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",64.9,50.1,70.2,32.5,28.1,70.5,62,"used in last day","used in last year","used in last day","used in last day","used in last week","used in last year","used in last day","No"
"train_0157","45-54","male","University degree","USA","Mixed-Black/Asian",54.7,29,50.1,30.6,47.9,21.5,0,"used in last week","never used","used in last day","never used","used in last day","never used","never used","No"
"train_0158","35-44","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",60.8,59.7,70.2,63.6,68.9,63,62,"used in last week","used in last week","used in last day","used in last year","used in last month","used over a decade ago","used in last day","No"
"train_0159","18-24","female","Some college or university, no certificate or degree","New Zealand","Mixed-Black/Asian",30.1,23.1,52.7,16,46,56.5,71.1,"used in last week","used in last year","used in last year","used in last year","used in last month","used in last year","used in last week","No"
"train_0160","18-24","male","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",93.3,29,64.7,43.5,58.4,42.8,71.1,"used in last week","never used","used in last day","never used","used in last day","never used","never used","No"
"train_0161","18-24","female","Some college or university, no certificate or degree","Australia","Other",49.2,41.2,39.3,41.2,42.4,42.8,0,"used in last year","never used","used in last day","used in last day","used in last year","used in last decade","used in last day","No"
"train_0162","25-34","female","Left school at 16 years","USA","Mixed-Black/Asian",39.7,69.6,79.8,41.2,58.4,50.4,62,"used in last day","used in last decade","used in last week","used in last month","used in last week","used in last year","used in last day","No"
"train_0163","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",69.7,52.6,62.5,45.6,31.8,21.5,46.6,"used in last month","used in last year","used in last day","used in last day","used in last week","used in last year","used in last week","No"
"train_0164","25-34","female","Masters degree","New Zealand","Mixed-White/Black",44.5,76.6,45.7,47.8,35.4,56.5,71.1,"used in last week","never used","used in last day","used in last month","used in last week","used in last year","used in last day","No"
"train_0165","35-44","male","Professional certificate/ diploma","Australia","Mixed-Black/Asian",63.7,35.5,50.1,56.3,58.4,33.8,30.8,"used in last week","never used","used in last month","never used","used in last week","never used","never used","No"
"train_0166","35-44","female","University degree","USA","Mixed-Black/Asian",50.6,52.6,41.4,45.6,51.8,21.5,22.4,"used in last day","never used","used in last day","never used","used in last day","never used","never used","No"
"train_0167","35-44","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",39.7,69.6,50.1,63.6,83.7,50.4,38.8,"used in last week","never used","used in last week","never used","used in last day","never used","never used","No"
"train_0168","35-44","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",35.8,59.7,45.7,58.5,58.4,42.8,46.6,"used in last day","never used","used in last day","never used","used in last week","never used","never used","No"
"train_0169","45-54","male","University degree","USA","Mixed-Black/Asian",35.8,69.6,39.3,63.6,47.9,42.8,38.8,"used in last day","never used","used in last day","never used","used in last month","never used","never used","No"
"train_0170","45-54","female","University degree","USA","Mixed-Black/Asian",44.5,31.2,32.4,26.6,47.9,21.5,13.2,"used in last week","never used","used in last day","never used","used in last day","never used","never used","No"
"train_0171","18-24","female","Some college or university, no certificate or degree","New Zealand","Mixed-White/Black",68.2,25.1,52.7,34.5,35.4,50.4,71.1,"used in last week","never used","used in last week","used in last year","used in last week","never used","used in last week","Yes"
"train_0172","18-24","female","Some college or university, no certificate or degree","New Zealand","Mixed-Black/Asian",57.6,52.6,50.1,49.8,22.3,70.5,71.1,"used in last day","used in last year","used in last month","used in last week","used in last week","used in last decade","used in last day","No"
"train_0173","35-44","male","Left school at 17 years","UK","Mixed-Black/Asian",69.7,39.4,62.5,54.2,73.5,21.5,13.2,"used in last week","never used","used in last day","used in last decade","used in last month","never used","used in last day","No"
